name	type	units	low_cutoff	high_cutoff	description	sampling_frequency	status	status_description
AFz	EEG	µV	0.0	128.0	ElectroEncephaloGram	256.0	good	n/a
F3	EEG	µV	0.0	128.0	ElectroEncephaloGram	256.0	good	n/a
F1	EEG	µV	0.0	128.0	ElectroEncephaloGram	256.0	good	n/a
Fz	EEG	µV	0.0	128.0	ElectroEncephaloGram	256.0	good	n/a
F2	EEG	µV	0.0	128.0	ElectroEncephaloGram	256.0	good	n/a
F4	EEG	µV	0.0	128.0	ElectroEncephaloGram	256.0	good	n/a
FC5	EEG	µV	0.0	128.0	ElectroEncephaloGram	256.0	good	n/a
FC3	EEG	µV	0.0	128.0	ElectroEncephaloGram	256.0	good	n/a
FC1	EEG	µV	0.0	128.0	ElectroEncephaloGram	256.0	good	n/a
FCz	EEG	µV	0.0	128.0	ElectroEncephaloGram	256.0	good	n/a
FC2	EEG	µV	0.0	128.0	ElectroEncephaloGram	256.0	good	n/a
FC4	EEG	µV	0.0	128.0	ElectroEncephaloGram	256.0	good	n/a
FC6	EEG	µV	0.0	128.0	ElectroEncephaloGram	256.0	good	n/a
C5	EEG	µV	0.0	128.0	ElectroEncephaloGram	256.0	good	n/a
C3	EEG	µV	0.0	128.0	ElectroEncephaloGram	256.0	good	n/a
C1	EEG	µV	0.0	128.0	ElectroEncephaloGram	256.0	good	n/a
Cz	EEG	µV	0.0	128.0	ElectroEncephaloGram	256.0	good	n/a
C2	EEG	µV	0.0	128.0	ElectroEncephaloGram	256.0	good	n/a
C4	EEG	µV	0.0	128.0	ElectroEncephaloGram	256.0	good	n/a
C6	EEG	µV	0.0	128.0	ElectroEncephaloGram	256.0	good	n/a
CP5	EEG	µV	0.0	128.0	ElectroEncephaloGram	256.0	good	n/a
CP3	EEG	µV	0.0	128.0	ElectroEncephaloGram	256.0	good	n/a
CP1	EEG	µV	0.0	128.0	ElectroEncephaloGram	256.0	good	n/a
CPz	EEG	µV	0.0	128.0	ElectroEncephaloGram	256.0	good	n/a
CP2	EEG	µV	0.0	128.0	ElectroEncephaloGram	256.0	good	n/a
CP4	EEG	µV	0.0	128.0	ElectroEncephaloGram	256.0	good	n/a
CP6	EEG	µV	0.0	128.0	ElectroEncephaloGram	256.0	good	n/a
P3	EEG	µV	0.0	128.0	ElectroEncephaloGram	256.0	good	n/a
P1	EEG	µV	0.0	128.0	ElectroEncephaloGram	256.0	good	n/a
Pz	EEG	µV	0.0	128.0	ElectroEncephaloGram	256.0	good	n/a
P2	EEG	µV	0.0	128.0	ElectroEncephaloGram	256.0	good	n/a
P4	EEG	µV	0.0	128.0	ElectroEncephaloGram	256.0	good	n/a
